Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
55628986,Unwinding Anxiety: New Science Shows How to Break the Cycles of Worry and Fear to Heal Your Mind,Judson Brewer,"Brewer, Judson",,"=""0593330447""","=""9780593330449""",0,3.93,Avery,Hardcover,287,2021,2021,,2021/07/27,to-read,to-read (#35),to-read,,,,0,0
241823,Women Who Run With the Wolves,Clarissa Pinkola Estés,"Estés, Clarissa Pinkola",,"=""0345409876""","=""9780345409874""",5,4.13,Ballantine Books,Paperback,537,1995,1992,2021/07/26,2019/03/15,,,read,,,,1,0
56186509,Pleasantview,Celeste Mohammed,"Mohammed, Celeste",,"=""1632462028""","=""9781632462022""",0,4.30, Ig Publishing,Paperback,240,2021,2021,,2021/07/25,to-read,to-read (#34),to-read,,,,0,0
74720,The Beatrice Letters (A Series of Unfortunate Events),Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0060586583""","=""9780060586584""",3,3.77,HarperCollins,Hardcover,72,2006,2006,,2021/07/25,,,read,,,,1,0
65112,"The End (A Series of Unfortunate Events, #13)",Lemony Snicket,"Snicket, Lemony",,"=""0064410161""","=""9780064410168""",4,4.03,HarperCollins Publishers,Hardcover,357,2006,2006,,2021/07/25,,,read,,,,1,0
65110,"The Penultimate Peril (A Series of Unfortunate Events, #12)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410153""","=""9780064410151""",4,4.07,HarperCollins Publishers,Hardcover,353,2005,2005,,2021/07/25,,,read,,,,1,0
65111,"The Grim Grotto (A Series of Unfortunate Events, #11)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410145""","=""9780064410144""",4,4.02,HarperCollins Publishers,Hardcover,323,2004,2004,,2021/07/25,,,read,,,,1,0
150037,"The Vile Village (A Series of Unfortunate Events, #7)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0060566221""","=""9780060566227""",4,3.97,HarperCollins Publishers ,Hardcover,272,2001,2001,,2021/07/25,,,read,,,,1,0
65118,"The Hostile Hospital (A Series of Unfortunate Events, #8)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""1405206128""","=""9781405206129""",4,3.99,Egmont,Hardcover,272,2003,2001,,2021/07/25,,,read,,,,1,0
78418,"The Reptile Room (A Series of Unfortunate Events, #2)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""""","=""""",4,4.00,"Scholastic, Inc.",Paperback,192,1999,1999,,2021/07/25,,,read,,,,1,0
172327,"The Ersatz Elevator (A Series of Unfortunate Events, #6)",Lemony Snicket,"Snicket, Lemony",Tim Curry,"=""0060566213""","=""9780060566210""",4,4.05,HarperCollins Publishers ,Hardcover,259,2001,2001,,2021/07/25,,,read,,,,1,0
65119,"The Miserable Mill (A Series of Unfortunate Events, #4)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439272637""","=""9780439272636""",4,3.86,"Scholastic, Inc.",Paperback,194,2000,2000,,2021/07/25,,,read,,,,1,0
438492,"The Wide Window (A Series of Unfortunate Events, #3)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064407683""","=""9780064407687""",4,3.95,HarperCollins Publishers,Hardcover,214,2000,2000,,2021/07/25,,,read,,,,1,0
297792,"The Slippery Slope (A Series of Unfortunate Events, #10)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0064410137""","=""9780064410137""",4,4.04,HarperCollins Publishers,Hardcover,337,2003,2003,,2021/07/25,,,read,,,,1,0
324277,"The Carnivorous Carnival (A Series of Unfortunate Events, #9)",Lemony Snicket,"Snicket, Lemony","Brett Helquist, Michael Kupperman","=""0064410129""","=""9780064410120""",4,4.00,HarperCollins Publishers,Hardcover,286,2002,2002,,2021/07/25,,,read,,,,1,0
131123,"The Austere Academy (A Series of Unfortunate Events, #5)",Lemony Snicket,"Snicket, Lemony","Brett Helquist, Michael Kupperman","=""0064408639""","=""9780064408639""",4,4.00,HarperCollins,Hardcover,221,2000,2000,,2021/07/25,,,read,,,,1,0
78411,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,"Snicket, Lemony",Brett Helquist,"=""0439206472""","=""9780439206471""",4,3.99,"Scholastic, Inc.",Paperback,176,1999,1999,,2021/07/25,,,read,,,,1,0
18247597,"The Tower of the Swallow (The Witcher, #4)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,"=""1473211565""","=""9781473211568""",0,4.23,Gollancz,Paperback,448,2016,1997,,2021/07/23,to-read,to-read (#33),to-read,,,,0,0
33124137,Pet Sematary,Stephen King,"King, Stephen",,"=""""","=""""",0,4.05,Scribner,Kindle Edition,580,2014,1983,,2021/07/24,to-read,to-read (#32),to-read,,,,0,0
49976087,"Take a Hint, Dani Brown (The Brown Sisters, #2)",Talia Hibbert,"Hibbert, Talia",,"=""0062941259""","=""9780062941251""",4,4.04,Avon,ebook,400,2020,2020,2021/07/23,2021/07/16,,,read,,,,1,0
55829194,The Final Girl Support Group,Grady Hendrix,"Hendrix, Grady",,"=""059320123X""","=""9780593201237""",0,3.54,Berkley,Hardcover,342,2021,2021,,2021/07/22,to-read,to-read (#31),to-read,,,,0,0
55290201,What Girls Do in the Dark,Rosie Garland,"Garland, Rosie",,"=""1913437051""","=""9781913437053""",0,3.82,Nine Arches Press,Paperback,80,2020,2020,,2021/07/22,to-read,to-read (#30),to-read,,,,0,0
112204,The Complete Poems of Emily Dickinson,Emily Dickinson,"Dickinson, Emily","Thomas H. Johnson, Mabel Loomis Todd, Thomas Wentworth Higgins","=""""","=""""",0,4.26,"Little, Brown and Company",Paperback,716,1976,1890,,2021/07/22,to-read,to-read (#29),to-read,,,,0,0
52892857,The Color Purple,Alice Walker,"Walker, Alice",,"=""0143135694""","=""9780143135692""",0,4.26,Penguin Books,Paperback,304,2019,1982,,2021/07/22,to-read,to-read (#28),to-read,,,,0,0
2998,The Secret Garden,Frances Hodgson Burnett,"Burnett, Frances Hodgson",,"=""0517189607""","=""9780517189603""",0,4.15,Children's Classics,Hardcover,331,1998,1911,,2021/07/22,,,read,,,,1,0
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""""","=""""",0,3.74,Washington Square Press,Mass Market Paperback,281,2002,1597,,2021/07/22,,,read,,,,1,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",4,4.14,Penguin,Paperback,532,2003,1847,,2021/07/22,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",0,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,,2021/07/22,to-read,to-read (#27),to-read,,,,0,0
52516332,Clap When You Land,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062882767""","=""9780062882769""",0,4.26,HarperTeen ,Hardcover,432,2020,2020,,2021/07/22,to-read,to-read (#26),to-read,,,,0,0
38739562,With the Fire on High,Elizabeth Acevedo,"Acevedo, Elizabeth",,"=""0062662856""","=""9780062662859""",0,4.19,Quill Tree Books,ebook,400,2019,2019,,2021/07/22,to-read,to-read (#25),to-read,,,,0,0
41150487,"Red, White & Royal Blue",Casey McQuiston,"McQuiston, Casey",,"=""""","=""""",0,4.11,St. Martin's Griffin,Paperback,448,2019,2019,,2021/07/22,to-read,to-read (#24),to-read,,,,0,0
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""""","=""""",4,3.68,Del Rey,Hardcover,320,2020,2020,2021/07/21,2021/07/19,,,read,,,,1,0
53152673,This Is Pleasure: A Story,Mary Gaitskill,"Gaitskill, Mary",,"=""1524749133""","=""9781524749132""",0,3.47,Pantheon,Hardcover,83,2019,2019,,2021/07/21,to-read,to-read (#23),to-read,,,,0,0
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",5,4.25,New English Library,Paperback,1168,1987,1986,2021/07/18,2021/07/14,,,read,,,,1,0
67522,The Collected Poems of Emily Dickinson,Emily Dickinson,"Dickinson, Emily",Rachel Wetzsteon,"=""1593080506""","=""9781593080501""",0,4.23,Sterling Publishing,Paperback,400,2003,1924,,2021/07/21,to-read,to-read (#22),to-read,,,,0,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",3,4.13,Anchor Books,Paperback,314,1998,1985,2021/07/20,2021/07/18,,,read,,,,2,0
54304125,The Final Revival of Opal & Nev,Dawnie Walton,"Walton, Dawnie",,"=""198214016X""","=""9781982140168""",0,3.85,37 Ink,Hardcover,368,2021,2021,,2021/07/20,to-read,to-read (#21),to-read,,,,0,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.40,Penguin Books,Paperback,601,2002,1952,,2021/07/20,to-read,to-read (#20),to-read,,,,0,0
16143347,We Were Liars,E. Lockhart,"Lockhart, E.",,"=""""","=""""",0,3.70,Delacorte Press,Kindle Edition,242,2014,2014,,2021/07/20,to-read,to-read (#19),to-read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.21,Grand Central Publishing,Paperback,345,2000,1993,,2021/07/19,to-read,to-read (#18),to-read,,,,0,0
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May","Regina Barreca, Grzegorz Komerski, Marta Fihel","=""""","=""""",0,4.14,Signet Classics,Paperback,449,2004,1868,,2021/07/19,to-read,to-read (#17),to-read,,,,0,0
40874032,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",,"=""""","=""""",0,4.23,Tor Books,Kindle Edition,366,2013,2013,,2021/07/19,to-read,to-read (#15),to-read,,,,0,0
48838041,If It Bleeds,Stephen King,"King, Stephen",,"=""1982150297""","=""9781982150297""",0,4.00,Scribner,Hardcover,436,2020,2020,,2021/07/19,to-read,to-read (#14),to-read,,,,0,0
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",0,4.07,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2021/07/19,to-read,to-read (#13),to-read,,,,0,0
13496,"A Game of Thrones (A Song of Ice and Fire, #1)",George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",0,4.44,Bantam,Mass Market Paperback,835,2005,1996,,2021/07/19,to-read,to-read (#12),to-read,,,,0,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.61,Orion Children's Books,Kindle Edition,561,2016,2016,,2021/07/19,to-read,to-read (#11),to-read,,,,0,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",0,4.50,Henry Holt & Company,Hardcover,465,2015,2015,,2021/07/19,to-read,to-read (#10),to-read,,,,0,0
6294,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,"Jones, Diana Wynne",,"=""006441034X""","=""9780064410342""",0,4.29,Harper Trophy,Mass Market Paperback,329,2001,1986,,2021/07/16,to-read,to-read (#9),to-read,,,,0,0
32692,Gerald's Game,Stephen King,"King, Stephen",,"=""0831727527""","=""9780831727529""",0,3.56,Smithmark Publishers,Hardcover,332,1992,1992,,2021/07/15,to-read,to-read (#8),to-read,,,,0,0
27230720,"Sidney Sheldon's Chasing Tomorrow (Tracy Whitney Series, #2)",Tilly Bagshawe,"Bagshawe, Tilly",Sidney Sheldon,"=""0007542003""","=""9780007542000""",4,3.86,HarperCollins Publishers,Paperback,400,2014,2014,,2019/03/09,,,read,,,,1,0
28816048,Reawakened: A Once Upon a Time Tale,Odette Beane,"Beane, Odette",,"=""""","=""""",3,3.84,Kingswell,Kindle Edition,334,2013,2013,,2021/07/15,,,read,,,,1,0
629626,Walking After Midnight,Karen Robards,"Robards, Karen",,"=""0440215900""","=""9780440215905""",4,3.93,Dell,Mass Market Paperback,391,1995,1995,,2021/07/15,,,read,,,,1,0
32571395,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,"McManus, Karen M.",,"=""""","=""""",0,3.96,Delacorte Press,Kindle Edition,360,2017,2017,,2021/07/14,to-read,to-read (#7),to-read,,,,0,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",4,3.90,Anchor,Paperback,489,2006,2003,,2019/03/09,,,read,,,,1,0
8492856,What Happened to Goodbye,Sarah Dessen,"Dessen, Sarah",,"=""0670012947""","=""9780670012947""",3,3.95,Viking Juvenile,Hardcover,402,2011,2011,,2021/07/14,,,read,,,,1,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",3,4.26,Atria Books,Kindle Edition,386,2016,2016,,2021/07/14,,,read,,,,1,0
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""""","=""""",4,4.14,Orbit,Kindle Edition,400,2008,1993,,2021/07/14,,,read,,,,1,0
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""031602919X""","=""9780316029193""",4,4.10,Hachette Book Group,Mass Market Paperback,398,2009,1994,,2021/07/14,,,read,,,,1,0
25454056,"Sword of Destiny (The Witcher, #0.7)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,"=""""","=""""",4,4.28,Orbit,Kindle Edition,405,2015,1992,,2021/07/14,,,read,,,,1,0
18656031,"Baptism of Fire (The Witcher, #3)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,"=""0316219185""","=""9780316219181""",5,4.26,Orbit,Paperback,349,2014,1996,,2021/07/14,,,read,,,,2,0
14781491,"The Time of Contempt (The Witcher, #2)",Andrzej Sapkowski,"Sapkowski, Andrzej",David French,"=""0316219134""","=""9780316219136""",4,4.16,Orbit,Paperback,331,2013,1995,,2021/07/14,,,read,,,,1,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",,"=""0765387565""","=""9780765387561""",5,4.21,Tor Books,Hardcover,444,2020,2020,,2021/07/14,,,read,,,,1,0
12079560,"Beautiful Outlaw: Experiencing the Playful, Disruptive, Extravagant Personality of Jesus",John Eldredge,"Eldredge, John",,"=""0892960884""","=""9780892960880""",5,4.25,FaithWords,Hardcover,240,2011,2011,2019/01/01,2019/03/09,,,read,,,,1,0
35606560,the sun and her flowers,Rupi Kaur,"Kaur, Rupi",,"=""1449486797""","=""9781449486792""",5,4.11,Andrews McMeel Publishing,Paperback,256,2017,2018,2019/01/01,2019/03/09,,,read,,,,1,0
119389,Windmills of the Gods,Sidney Sheldon,"Sheldon, Sidney",,"=""0006174426""","=""9780006174424""",5,3.87,HarperCollins,Paperback,419,1994,1987,,2019/03/09,,,read,,,,1,0
21998,"The Richest Man Who Ever Lived: King Solomon's Secrets to Success, Wealth, and Happiness",Steven K. Scott,"Scott, Steven K.",,"=""0385516665""","=""9780385516662""",4,4.27,Currency,Hardcover,256,2006,2006,2019/01/01,2019/03/09,,,read,,,,1,0
9444,The Complete Collected Poems,Maya Angelou,"Angelou, Maya",,"=""067942895X""","=""9780679428954""",3,4.41,Random House,Hardcover,273,1994,1994,2019/05/06,2019/03/17,,,read,,,,1,0
12393172,The Girl Who Played With Fire,Stieg Larsson,"Larsson, Stieg",,"=""0143170139""","=""9780143170136""",5,4.25,Penguin Canada,Paperback,503,2011,2006,2019/05/06,2019/03/22,,,read,,,,1,0
2429135,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,"Larsson, Stieg",Reg Keeland,"=""0670069019""","=""9780670069019""",4,4.16,Viking Canada,Hardcover,480,2008,2005,2019/03/22,2019/03/09,,,read,,,,1,0
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",4,3.90,HarperCollins,Paperback,197,1993,1988,2019/01/01,2019/03/09,,,read,,,,1,0
23359108,The 5 Choices: The Path to Extraordinary Productivity,Kory Kogon,"Kogon, Kory","Adam Merrill, Leena Rinne","=""1442386088""","=""9781442386082""",3,3.90,Simon  Schuster Audio,Audio CD,,2014,2011,,2019/03/13,,,read,,,,1,0
8680278,"We'll Always Have Summer (Summer, #3)",Jenny Han,"Han, Jenny",,"=""1416995587""","=""9781416995586""",5,3.88,Simon & Schuster Children's Publishing,Hardcover,291,2011,2011,,2019/03/09,,,read,,,,1,0
6584188,"It's Not Summer Without You (Summer, #2)",Jenny Han,"Han, Jenny",,"=""1416995552""","=""9781416995555""",5,3.85,Simon & Schuster Books for Young Readers,Hardcover,275,2010,2010,,2019/03/09,,,read,,,,1,0
5821978,"The Summer I Turned Pretty (Summer, #1)",Jenny Han,"Han, Jenny",,"=""1416968237""","=""9781416968238""",5,3.81,Simon & Schuster Books for Young Readers,Hardcover,276,2009,2009,,2019/03/09,,,read,,,,1,0
99610,The Best Laid Plans,Sidney Sheldon,"Sheldon, Sidney",,"=""0446604089""","=""9780446604086""",4,3.71,Time Warner,Paperback,372,1998,1997,,2019/03/09,,,read,,,,1,0
43324,Are You Afraid of the Dark?,Sidney Sheldon,"Sheldon, Sidney",,"=""0007165161""","=""9780007165162""",4,3.69,Harpercollins Pub Ltd,Paperback,401,2005,2004,,2019/03/09,,,read,,,,1,0
11614718,"Delirium (Delirium, #1)",Lauren Oliver,"Oliver, Lauren",,"=""0061726834""","=""9780061726835""",4,3.96,HarperCollins,Paperback,441,2012,2011,,2019/03/09,,,read,,,,1,0
20821284,Brown Girl Dreaming,Jacqueline Woodson,"Woodson, Jacqueline",,"=""0399252517""","=""9780399252518""",0,4.15,Nancy Paulsen Books,Hardcover,337,2014,2014,,2019/03/09,to-read,to-read (#6),to-read,,,,0,0
18585282,Salt,Nayyirah Waheed,"Waheed, Nayyirah",,"=""""","=""""",0,4.26,CreateSpace,Paperback,251,2013,2013,,2019/03/09,to-read,to-read (#5),to-read,,,,0,0
37435,The Secret Life of Bees,Sue Monk Kidd,"Kidd, Sue Monk",,"=""0142001740""","=""9780142001745""",0,4.08,Penguin Books,Paperback,302,2003,2001,,2019/03/09,to-read,to-read (#4),to-read,,,,0,0
427920,"Chicken Soup for the Teenage Soul: 101 Stories of Life, Love and Learning (Chicken Soup for the Soul)",Jack Canfield,"Canfield, Jack","Mark Victor Hansen, Kimberly Kirberger, Mitch Claspy","=""1558744630""","=""9781558744639""",3,3.93,HCI Teens,Paperback,353,1997,1997,,2019/03/09,,,read,,,,1,0
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",5,4.27,HarperCollins,Paperback,767,2014,1956,,2019/03/09,,,read,,,,1,0
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,"Meyer, Stephenie",,"=""031606792X""","=""9780316067928""",3,3.73,"Little, Brown and Company",Hardcover,756,2008,2008,,2019/03/09,,,read,,,,1,0
121749,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,"Lewis, C.S.",,"=""000720230X""","=""9780007202300""",5,3.98,HarperCollins Publishers,Hardcover,240,2005,1951,,2019/03/09,,,read,,,,1,0
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316160202""","=""9780316160209""",4,3.72,"Little, Brown and Company",Hardcover,629,2007,2007,,2019/03/09,,,read,,,,1,0
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",Sylke Hachmeister,"=""""","=""""",3,3.58,"Little, Brown and Company",Hardcover,563,2006,2006,,2019/03/09,,,read,,,,1,0
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""""","=""""",0,4.49,Balzer + Bray,Hardcover,454,2017,2017,,2019/03/09,to-read,to-read (#3),to-read,,,,0,0
783127,The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,Sean Covey,"Covey, Sean",,"=""0684856093""","=""9780684856094""",5,4.05,Fireside,Paperback,268,1998,1997,,2019/03/09,,,read,,,,1,0
36072,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,"Covey, Stephen R.",Jim Collins,"=""0743269519""","=""9780743269513""",4,4.15,Free Press,Paperback,372,2004,1988,,2019/03/09,,,read,,,,1,0
17851885,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",5,4.15,"Little, Brown and Company",Hardcover,327,2013,2012,,2019/03/09,,,read,,,,1,0
5805,V for Vendetta,Alan Moore,"Moore, Alan",David   Lloyd,"=""1401207928""","=""9781401207922""",0,4.26,Vertigo,Hardcover,296,2005,1990,,2019/03/09,to-read,to-read (#2),to-read,,,,0,0
100915,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,"Lewis, C.S.","Tormod Haugen, Per Svein Paulsen","=""""","=""""",4,4.23,HarperCollins Publishers,Paperback,206,2005,1950,,2019/03/09,,,read,,,,1,0
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, Charlotte Brontë, John Bugg, Robert Heindel","=""""","=""""",2,3.88,Norton,Paperback,464,2002,1847,,2019/03/09,,,read,,,,1,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2019/03/09,to-read,to-read (#1),to-read,,,,0,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",3,4.28,Modern Library,Paperback,279,2000,1813,,2019/03/09,,,read,,,,1,0
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,"Colfer, Eoin",,"=""""","=""""",4,3.86,Miramax,Paperback,396,2003,2001,,2019/03/09,,,read,,,,1,0
65605,"The Magician's Nephew (Chronicles of Narnia, #6)",C.S. Lewis,"Lewis, C.S.",,"=""0060764902""","=""9780060764906""",5,4.05,HarperCollins Narnia,Mass Market Paperback,221,2005,1955,,2019/03/09,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",3,3.64,"Little, Brown and Company",Paperback,498,2006,2005,,2019/03/09,,,read,,,,1,0
